Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-02-23,Tentacles,2021,https://boxd.it/1GkDn5,2.5,,,2021-02-22
2021-03-06,Scare Me,2020,https://boxd.it/1HKcDB,3.5,,,2021-03-05
2021-03-08,To Your Last Death,2019,https://boxd.it/1I1Lnx,2.5,,,2021-03-07
2021-03-12,Anaconda,1997,https://boxd.it/1IxMrz,2.5,,,2021-03-11
2021-03-19,Zack Snyder's Justice League,2021,https://boxd.it/1JtgmN,2,,,2021-03-18
2021-03-23,Dirty Computer,2018,https://boxd.it/1K3xCb,4,,,2021-03-22
2021-03-28,Slaxx,2020,https://boxd.it/1KJj2H,3,,,2021-03-28
2021-04-10,Blood Moon,2021,https://boxd.it/1MAK9Z,3,,,2021-04-09
2021-04-12,A Nightmare Wakes,2020,https://boxd.it/1MWwWd,2.5,,,2021-04-11
2021-04-12,Leprechaun: Back 2 tha Hood,2003,https://boxd.it/1MXivz,2,,,2021-04-12
2021-04-19,Candyman: Day of the Dead,1999,https://boxd.it/1NXiuv,2,,,2021-04-18
2021-04-21,Fantastic Four,2015,https://boxd.it/1Oc7lx,1,,,2021-04-19
2021-04-21,Raya and the Last Dragon,2021,https://boxd.it/1Oc5iV,3,,,2021-04-20
2021-04-28,Sky Sharks,2020,https://boxd.it/1PgB0L,2,,,2021-04-28
2021-04-30,Jakob's Wife,2021,https://boxd.it/1PuRSx,3,,,2021-04-29
2021-05-01,Bride of Chucky,1998,https://boxd.it/1PD5z1,3.5,,,2021-04-30
2021-05-01,Seed of Chucky,2004,https://boxd.it/1PD5I3,2.5,,,2021-05-01
2021-05-02,Hello I Must Be Going,2012,https://boxd.it/1PIKEV,2,,,2021-05-01
2021-05-02,9 Songs,2004,https://boxd.it/1PL5GR,2.5,,,2021-05-01
2021-05-02,Space Truckers,1996,https://boxd.it/1PNdJD,3,,,2021-05-02
2021-05-02,Two Evil Eyes,1990,https://boxd.it/1PNL7D,3,,,2021-05-02
2021-05-03,The Mitchells vs. the Machines,2021,https://boxd.it/1PQQ9Z,4,,,2021-05-02
2021-05-03,Robot Jox,1989,https://boxd.it/1PXEPN,3,,,2021-05-02
2021-05-04,Map to the Stars,2018,https://boxd.it/1Q7lM1,4,,,2021-05-04
2021-05-05,Rattlesnake,2019,https://boxd.it/1Qezyh,2.5,,,2021-05-04
2021-05-07,Ghost Ship,2002,https://boxd.it/1QtwAJ,2,,,2021-05-05
2021-05-07,House on Haunted Hill,1999,https://boxd.it/1Qtwoj,3.5,,,2021-05-06
2021-05-08,Death Ship,1980,https://boxd.it/1QAvHD,3,,,2021-05-07
2021-05-08,The Frighteners,1996,https://boxd.it/1QBrs7,3.5,,,2021-05-08
2021-05-09,Another Round,2020,https://boxd.it/1QJGW3,4.5,,,2021-05-08
2021-05-10,The Lockdown Hauntings,2021,https://boxd.it/1QSGJB,1.5,,,2021-05-09
2021-05-11,Things Heard & Seen,2021,https://boxd.it/1R1mp5,2.5,,,2021-05-10
2021-05-12,Waxwork,1988,https://boxd.it/1R8xAH,3,,,2021-05-11
2021-05-12,Waxwork II: Lost in Time,1992,https://boxd.it/1R99fR,3,,,2021-05-12
2021-05-13,Skeletons in the Closet,2018,https://boxd.it/1Rg763,1,,,2021-05-12
2021-05-13,Monster Party,2018,https://boxd.it/1RgCZX,3,,,2021-05-12
2021-05-15,The Scary House,2020,https://boxd.it/1RvD07,3,,,2021-05-14
2021-05-16,Who's Afraid of Virginia Woolf?,1966,https://boxd.it/1RGFwV,5,,,2021-05-16
2021-05-17,Intersect,2020,https://boxd.it/1RQ14H,2,,,2021-05-16
2021-05-18,Dagon,2001,https://boxd.it/1RXgqx,3.5,,,2021-05-17
2021-05-18,"Lock, Stock and Two Smoking Barrels",1998,https://boxd.it/1RYyHj,5,Yes,,2021-05-17
2021-05-19,Night of the Living Dead,1990,https://boxd.it/1S5vLB,3.5,,,2021-05-18
2021-05-20,Tenacious D in The Pick of Destiny,2006,https://boxd.it/1ScRpr,3,Yes,,2021-05-20
2021-05-21,"Chutzpah, This Is?",2005,https://boxd.it/1SiKPJ,5,,,2021-05-20
2021-05-25,Benny Loves You,2019,https://boxd.it/1SSuWr,3,,,2021-05-24
2021-05-26,The Conjuring,2013,https://boxd.it/1T0E8R,4.5,,,2021-05-26
2021-05-28,Night of the Demons,2009,https://boxd.it/1Tek15,1.5,,,2021-05-26
2021-05-28,Night of the Demons,1988,https://boxd.it/1TekbT,3.5,,,2021-05-27
2021-06-05,Wonder Woman 1984,2020,https://boxd.it/1UiH1f,2.5,,,2021-06-04
2021-06-21,The Conjuring: The Devil Made Me Do It,2021,https://boxd.it/1Wp1Zf,3,,,2021-06-20
2021-06-22,Castle Freak,1995,https://boxd.it/1WxQt1,3,,,2021-06-22
2021-06-24,Bo Burnham: Inside,2021,https://boxd.it/1WN567,4,,,2021-06-24
2021-06-25,An Unquiet Grave,2020,https://boxd.it/1WSFwl,2.5,,,2021-06-24
2021-06-28,Honeymoon,2014,https://boxd.it/1XiTLB,3.5,,,2021-06-27
2021-07-02,Darkman,1990,https://boxd.it/1XNsAt,4,,,2021-07-01
2021-07-05,Fear Street: 1994,2021,https://boxd.it/1YbuXn,4,,,2021-07-04
2021-07-06,Excalibur,1981,https://boxd.it/1YpQQr,3.5,,,2021-07-05
2021-07-06,Werewolves Within,2021,https://boxd.it/1Yqj97,3,,,2021-07-05
2021-07-11,Fear Street: 1978,2021,https://boxd.it/1Z9vdv,3,,,2021-07-11
2021-07-12,The Kid Detective,2020,https://boxd.it/1Zin5L,4,,,2021-07-11
2021-07-12,Grind,2003,https://boxd.it/1Zjvhx,2.5,,,2021-07-11
2021-07-13,Rise of the Planet of the Apes,2011,https://boxd.it/1Zr8er,3.5,,,2021-07-12
2021-07-13,The Current Occupant,2020,https://boxd.it/1Zs49z,2,,,2021-07-12
2021-07-17,Sinister 2,2015,https://boxd.it/1ZVayX,2,,,2021-07-15
2021-07-23,Fear Street: 1666,2021,https://boxd.it/20R5If,3.5,,,2021-07-20
2021-07-26,The Strangers: Prey at Night,2018,https://boxd.it/21q4Sj,2.5,,,2021-07-25
2021-08-04,Black Widow,2021,https://boxd.it/22IuT3,3,,,2021-07-28
2021-07-30,Dawn of the Planet of the Apes,2014,https://boxd.it/21WQt1,4.5,,,2021-07-29
2021-07-30,Cadaver,2020,https://boxd.it/21Y4jh,3,,,2021-07-29
2021-08-01,Swan Song,2021,https://boxd.it/22fV8Z,5,,,2021-07-31
2021-08-02,Candyman,1992,https://boxd.it/22q2Gf,4,Yes,,2021-08-01
2021-08-02,The Dead Zone,1983,https://boxd.it/22qXmV,3.5,,,2021-08-01
2021-08-04,Species,1995,https://boxd.it/22Icz5,3,,,2021-08-03
2021-08-04,Species II,1998,https://boxd.it/22Iu1v,2,,,2021-08-04
2021-08-06,Prom Night,2008,https://boxd.it/22YEKn,2,,,2021-08-05
2021-08-06,Prom Night,1980,https://boxd.it/230wQB,2,,,2021-08-06
2021-08-07,Scott Pilgrim vs. the World,2010,https://boxd.it/2399lj,5,Yes,,2021-08-07
2021-08-09,Pooka Lives!,2020,https://boxd.it/23uLlj,3.5,,,2021-08-09
2021-08-20,Halloween Party,2019,https://boxd.it/252jyL,2.5,,,2021-08-20
2021-08-22,Dead End,2003,https://boxd.it/25jx8V,3.5,,,2021-08-21
2021-08-24,Severance,2006,https://boxd.it/25Dem5,4,,,2021-08-23
2021-08-26,Mercy Black,2019,https://boxd.it/25TGSZ,3.5,,,2021-08-25
2021-08-28,False Positive,2021,https://boxd.it/264ehD,2.5,,,2021-08-26
2021-08-28,The Witcher: Nightmare of the Wolf,2021,https://boxd.it/264bQb,3.5,,,2021-08-27
2021-08-28,The Amityville Horror,2005,https://boxd.it/26acRV,2.5,,,2021-08-28
2021-08-28,Amityville: The Awakening,2017,https://boxd.it/26ad5X,2.5,,,2021-08-28
2021-08-29,The Gentlemen,2019,https://boxd.it/26fplN,3.5,,,2021-08-28
2021-08-29,Wrath of Man,2021,https://boxd.it/26gQFx,3.5,,,2021-08-28
2021-09-01,You Can't Kill Stephen King,2012,https://boxd.it/26KvvL,1.5,,,2021-08-31
2021-09-01,Candyman,2021,https://boxd.it/26KBUR,4.5,,,2021-08-31
2021-09-02,The Orange Years: The Nickelodeon Story,2018,https://boxd.it/26Snvp,4,,,2021-09-01
2021-09-06,Jay and Silent Bob Strike Back,2001,https://boxd.it/27sQeT,3.5,Yes,,2021-09-05
2021-09-06,Chasing Amy,1997,https://boxd.it/27tXL3,3,Yes,,2021-09-06
2021-09-07,Digging Up the Marrow,2014,https://boxd.it/27D1tl,2.5,,,2021-09-06
2021-09-09,Censor,2021,https://boxd.it/27SOoJ,3.5,,,2021-09-08
2021-09-13,Casper,1995,https://boxd.it/28pWhx,3,Yes,,2021-09-12
2021-09-13,The Forever Purge,2021,https://boxd.it/28renP,3,,,2021-09-12
2021-09-14,Malignant,2021,https://boxd.it/28Avil,3.5,,,2021-09-13
2021-09-14,Doggie Heaven,2008,https://boxd.it/28AzLr,2,,,2021-09-13
2021-09-21,Halloween: The Curse of Michael Myers,1995,https://boxd.it/29vndB,2.5,,,2021-09-20
2021-09-23,Halloween: Resurrection,2002,https://boxd.it/29JSrn,2,,,2021-09-22
2021-09-23,Blood Fest,2018,https://boxd.it/29KrLH,3,,,2021-09-22
2021-09-24,War for the Planet of the Apes,2017,https://boxd.it/29QGuD,4,Yes,,2021-09-23
2021-09-27,Old,2021,https://boxd.it/2aifNJ,3.5,,,2021-09-26
2021-10-03,Exorcist: The Beginning,2004,https://boxd.it/2b7rkV,3,,,2021-10-02
2021-10-04,Queen of the Damned,2002,https://boxd.it/2bj3Zp,2,,,2021-10-03
2021-10-04,Tragedy Girls,2017,https://boxd.it/2bjQiz,3,,,2021-10-04
2021-10-07,The Haunting,1999,https://boxd.it/2bJt89,2,,,2021-10-07
2021-10-08,The Hitcher,1986,https://boxd.it/2bQCan,3.5,,,2021-10-07
2021-10-09,The Hitcher,2007,https://boxd.it/2bTCUL,2.5,,,2021-10-08
2021-10-10,Possession,1981,https://boxd.it/2c7rw7,4,,,2021-10-09
2021-10-14,Transylvania 6-5000,1985,https://boxd.it/2cOiy5,2,,,2021-10-13
2021-10-15,Vibes,1988,https://boxd.it/2cVueF,2.5,,,2021-10-14
2021-10-29,Dune,2021,https://boxd.it/2f73xn,3,,,2021-10-27
2021-10-29,Shin Godzilla,2016,https://boxd.it/2f73Kr,4,,,2021-10-28
2021-10-31,The Spine of Night,2021,https://boxd.it/2fuB3n,3,,,2021-10-31
2021-11-01,Lyle,2014,https://boxd.it/2fHHFD,3.5,,,2021-11-01
2021-11-16,Halloween Kills,2021,https://boxd.it/2i4s9V,2.5,,,2021-11-15
2021-11-25,Midnight Mass,2021,https://boxd.it/2joEfZ,4.5,,,2021-11-25
2021-11-28,Super Hot,2021,https://boxd.it/2jQqAl,3,,,2021-11-27
2021-12-01,Bloody Hell,2020,https://boxd.it/2kkgM7,3.5,,,2021-11-30
2022-02-01,Charm Circle,2021,https://boxd.it/2xzSRh,5,,,2021-12-01
2021-12-08,The Fly,1986,https://boxd.it/2lm2k7,4,Yes,,2021-12-07
2021-12-09,Hansel & Gretel: Witch Hunters,2013,https://boxd.it/2luh7D,3.5,,,2021-12-08
2021-12-17,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/2mHEA9,3.5,,,2021-12-16
2022-01-08,Free Guy,2021,https://boxd.it/2s6zFX,3,,,2021-12-22
2021-12-25,Hello Mary Lou: Prom Night II,1987,https://boxd.it/2okJ0d,3,,,2021-12-25
2021-12-28,Resident Evil: Welcome to Raccoon City,2021,https://boxd.it/2p5trr,2.5,,,2021-12-27
2021-12-28,The Dead Don't Die,2019,https://boxd.it/2p7jHX,3,,,2021-12-27
2022-01-03,Fullmetal Alchemist: Brotherhood,2009,https://boxd.it/2qRmT9,4,,,2022-01-03
2022-01-07,Elvira's Haunted Hills,2001,https://boxd.it/2rQZ7P,3,,,2022-01-06
2022-01-07,Grabbers,2012,https://boxd.it/2rS2G1,3.5,,,2022-01-07
2022-01-08,The Matrix Resurrections,2021,https://boxd.it/2s6A0V,4,,,2022-01-07
2022-01-09,Don't Look Up,2021,https://boxd.it/2sdJNh,2.5,,,2022-01-08
2022-01-14,Venom: Let There Be Carnage,2021,https://boxd.it/2tH3FJ,3,,,2022-01-13
2022-01-14,#Horror,2015,https://boxd.it/2tInLJ,2.5,,,2022-01-14
2022-01-17,Bad Candy,2020,https://boxd.it/2uuiUH,2.5,,,2022-01-16
2022-01-19,Brand New Cherry Flavor,2021,https://boxd.it/2uVTgt,3.5,,,2022-01-18
2022-01-22,"Woodstock 99: Peace, Love, and Rage",2021,https://boxd.it/2vwEBP,2.5,,,2022-01-22
2022-01-23,Antlers,2021,https://boxd.it/2vKpqP,3,,,2022-01-22
2022-01-23,The Empty Man,2020,https://boxd.it/2vLZQh,3.5,,,2022-01-23
2022-01-29,Ghostbusters: Afterlife,2021,https://boxd.it/2wUeQh,3,,,2022-01-28
2022-01-29,The Many Saints of Newark,2021,https://boxd.it/2wW1LH,2.5,,,2022-01-28
2022-01-29,Horror Express,1972,https://boxd.it/2wX0HB,3,,,2022-01-29
2022-02-03,Ask Dr. Ruth,2019,https://boxd.it/2xUq0h,4.5,,,2022-02-02
2022-02-03,Hail Satan?,2019,https://boxd.it/2xVerR,5,Yes,,2022-02-02
2022-02-04,A Creepshow Holiday Special,2020,https://boxd.it/2y3qUx,3.5,,,2022-02-03
2022-02-04,A Creepshow Animated Special,2020,https://boxd.it/2y3XSz,3,,,2022-02-03
2022-02-04,Horror Noire,2021,https://boxd.it/2y5hXL,3.5,,,2022-02-04
2022-02-05,The Columnist,2019,https://boxd.it/2yeSaT,4,,,2022-02-04
2022-02-06,Hilda and the Mountain King,2021,https://boxd.it/2yjJJl,4,,,2022-02-05
2022-02-08,The Devil's Advocate,1997,https://boxd.it/2yRfcp,4,,,2022-02-07
2022-02-09,Friday the 13th,2009,https://boxd.it/2z18XN,2.5,,,2022-02-08
2022-02-11,Iron Sky,2012,https://boxd.it/2zl5d3,2.5,Yes,,2022-02-09
2022-02-11,Iron Sky: The Coming Race,2019,https://boxd.it/2zl5jP,2,,,2022-02-09
2022-02-11,The Texas Chainsaw Massacre,2003,https://boxd.it/2zlUzT,2.5,,,2022-02-10
2022-02-11,The Texas Chainsaw Massacre: The Beginning,2006,https://boxd.it/2zmG5x,2,,,2022-02-10
2022-02-12,Toolbox Murders,2004,https://boxd.it/2zx1ix,3,,,2022-02-11
2022-02-12,Mortuary,2005,https://boxd.it/2zyjr5,3.5,,,2022-02-12
2022-02-13,Snakes on a Plane,2006,https://boxd.it/2zKaXv,3.5,,,2022-02-12
2022-02-14,Wishmaster,1997,https://boxd.it/2zXFNx,3.5,,,2022-02-13
2022-02-15,Thir13en Ghosts,2001,https://boxd.it/2A8mRx,3.5,,,2022-02-14
2022-02-19,The Return of the Texas Chainsaw Massacre,1995,https://boxd.it/2AOOab,3,,,2022-02-18
2022-02-19,Cherry Falls,2000,https://boxd.it/2APZWH,3.5,,,2022-02-19
2022-02-20,Valentine,2001,https://boxd.it/2B30pZ,2.5,,,2022-02-19
2022-02-21,Texas Chainsaw Massacre,2022,https://boxd.it/2BhlPx,2.5,,,2022-02-20
2022-02-23,Titane,2021,https://boxd.it/2BxgCF,3.5,,,2022-02-21
2022-02-23,Dracula: Dead and Loving It,1995,https://boxd.it/2BDZlB,4,,,2022-02-22
2022-02-26,No Time to Die,2021,https://boxd.it/2C7Lkp,3.5,,,2022-02-25
2022-02-27,Dorian Gray,2009,https://boxd.it/2CjSpP,2.5,,,2022-02-26
2022-02-28,The Suicide Squad,2021,https://boxd.it/2CrVTT,4,,,2022-02-27
2022-03-01,The King's Man,2021,https://boxd.it/2CDeSH,2,,,2022-02-28
2022-03-01,A Tale of Two Sisters,2003,https://boxd.it/2CEc5Z,3.5,,,2022-02-28
2022-03-02,The Host,2006,https://boxd.it/2COloL,5,Yes,,2022-03-01
2022-03-03,Frankenhooker,1990,https://boxd.it/2CXF03,3.5,,,2022-03-02
2022-03-08,Scary Movie 5,2013,https://boxd.it/2DYpql,1.5,,,2022-03-07
2022-03-09,Scary Movie 4,2006,https://boxd.it/2E7ZKf,1,,,2022-03-08
2022-03-09,Not Another Teen Movie,2001,https://boxd.it/2E8QsX,2.5,,,2022-03-08
2022-03-11,Moon,2009,https://boxd.it/2Es87V,5,Yes,,2022-03-10
2022-03-13,American Psycho II: All American Girl,2002,https://boxd.it/2EPvCt,2,,,2022-03-12
2022-03-16,Hawkeye,2021,https://boxd.it/2FrBRZ,4,,,2022-03-15
2022-03-18,Leprechaun 4: In Space,1997,https://boxd.it/2FNUgd,2,,,2022-03-17
2022-03-27,Shark Night 3D,2011,https://boxd.it/2HuOut,2,,,2022-03-26
2022-03-27,Dracula Untold,2014,https://boxd.it/2HvSml,2.5,,,2022-03-26
2022-03-28,The Lure,2015,https://boxd.it/2HJnC1,4,,,2022-03-27
2022-03-31,10 Cloverfield Lane,2016,https://boxd.it/2IbaNB,5,Yes,,2022-03-30
2022-03-31,Vampires: Los Muertos,2002,https://boxd.it/2Ice4x,3,,,2022-03-30
2022-04-05,Everything Everywhere All at Once,2022,https://boxd.it/2J6AW9,5,,,2022-04-04
2022-04-08,Face/Off,1997,https://boxd.it/2JAX5R,4,Yes,,2022-04-07
2022-04-11,Open 24 Hours,2018,https://boxd.it/2KbrcF,3.5,,,2022-04-11
2022-05-02,Baby Oopsie,2021,https://boxd.it/2NW3Rl,3,,,2022-05-01
2022-05-03,Space Cop,2016,https://boxd.it/2O6nXj,3,,,2022-05-02
2022-05-08,Moon Knight,2022,https://boxd.it/2OSviT,3,,,2022-05-07
2022-05-08,Tommy,1975,https://boxd.it/2OYXJF,4,,,2022-05-07
2022-05-09,Listening to Kenny G,2021,https://boxd.it/2PbWPD,4,,,2022-05-08
2022-05-15,The Cell,2000,https://boxd.it/2Qduvt,3.5,,,2022-05-15
2022-05-24,Jeepers Creepers,2001,https://boxd.it/2RV7kJ,3,,,2022-05-24
2022-05-25,Sonic the Hedgehog 2,2022,https://boxd.it/2S3s2d,3,,,2022-05-24
2022-05-25,Jeepers Creepers 2,2003,https://boxd.it/2S3TcT,3,,,2022-05-24
2022-05-25,Jeepers Creepers 3,2017,https://boxd.it/2S4S05,2,,,2022-05-24
2022-05-30,The Unbearable Weight of Massive Talent,2022,https://boxd.it/2SVi4L,3.5,,,2022-05-27
2022-05-30,We're All Going to the World's Fair,2021,https://boxd.it/2SVFdL,3.5,,,2022-05-29
2022-05-31,Boys from County Hell,2020,https://boxd.it/2T76oj,3.5,,,2022-05-30
2022-06-03,Fantastic Beasts: The Secrets of Dumbledore,2022,https://boxd.it/2Tz8VF,2.5,,,2022-06-02
2022-06-04,Morbius,2022,https://boxd.it/2TIzYz,2,,,2022-06-03
2022-06-06,Miskatonic U,2021,https://boxd.it/2U9L1D,2.5,,,2022-06-05
2022-06-06,Beyond Re-Animator,2003,https://boxd.it/2Ubczf,3,,,2022-06-06
2022-06-08,Darkness,2002,https://boxd.it/2UvVDL,1.5,,,2022-06-07
2022-06-09,All My Friends Hate Me,2021,https://boxd.it/2UGa0J,3,,,2022-06-08
2022-06-12,Return to House on Haunted Hill,2007,https://boxd.it/2V6nTz,2.5,,,2022-06-11
2022-06-24,Hellbender,2021,https://boxd.it/2XqrEh,4,,,2022-06-23
2022-06-25,The Void,2016,https://boxd.it/2XBXal,4,Yes,,2022-06-24
2022-06-28,Looney Tunes: Back in Action,2003,https://boxd.it/2YfQrJ,3.5,,,2022-06-28
2022-07-08,Obi-Wan Kenobi,2022,https://boxd.it/2ZWWcb,3,,,2022-07-01
2022-07-02,The Boys from Brazil,1978,https://boxd.it/2YVFBn,4,,,2022-07-02
2022-07-07,Jurassic World Dominion,2022,https://boxd.it/2ZPQjL,3,,,2022-07-06
2022-07-07,Chip 'n Dale: Rescue Rangers,2022,https://boxd.it/2ZRLMn,3.5,,,2022-07-06
2022-07-07,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2ZTjrl,4,,,2022-07-07
2022-07-08,Irma Vep,1996,https://boxd.it/3024jT,4,,,2022-07-07
2022-07-09,The Scary of Sixty-First,2021,https://boxd.it/30eBup,,,,2022-07-08
2022-07-09,Scream,2022,https://boxd.it/30fWGX,3.5,,,2022-07-08
2022-07-11,Jay and Silent Bob Reboot,2019,https://boxd.it/30HcvF,3,,,2022-07-10
2022-07-12,Dogma,1999,https://boxd.it/30UpSX,4.5,Yes,,2022-07-11
2022-07-24,The Bob's Burgers Movie,2022,https://boxd.it/33hRkj,4,,,2022-07-23
2022-07-25,The Black Phone,2021,https://boxd.it/33yPwB,3.5,,,2022-07-24
2022-07-26,A Perfect Getaway,2009,https://boxd.it/33LzlX,3.5,,,2022-07-25
2022-07-27,The Gray Man,2022,https://boxd.it/33Wxkb,2,,,2022-07-26
2022-07-27,Master,2022,https://boxd.it/33YvPF,3.5,,,2022-07-26
2022-07-29,King Arthur: Legend of the Sword,2017,https://boxd.it/34D72h,3,Yes,,2022-07-27
2022-07-29,TRIGUN,1998,https://boxd.it/34Bkij,3,,,2022-07-28
2022-08-05,Pennywise: The Story of ‘It’,2021,https://boxd.it/35ZvAv,3,,,2022-08-03
2022-08-05,Devil,2010,https://boxd.it/368UeH,3,,,2022-08-03
2022-08-07,The Day of the Beast,1995,https://boxd.it/36A0EF,3.5,,,2022-08-07
2022-08-08,Heathers,1989,https://boxd.it/36PYd5,4,,,2022-08-08
2022-08-16,Bleed with Me,2020,https://boxd.it/38vv8t,2.5,,,2022-08-15
2022-08-16,The Hunt,2020,https://boxd.it/38vuv7,2.5,,,2022-08-16
2022-08-24,Glorious,2022,https://boxd.it/3a3g9N,4,,,2022-08-23
2022-08-24,Unfriended: Dark Web,2018,https://boxd.it/3a4Opx,3,,,2022-08-24
2022-08-28,Choose or Die,2022,https://boxd.it/3aOhuL,2.5,,,2022-08-28
2022-08-29,Nope,2022,https://boxd.it/3b1Ioh,4.5,,,2022-08-28
2022-08-30,Orphan: First Kill,2022,https://boxd.it/3bcdkZ,2,,,2022-08-29
2022-08-31,Seance,2021,https://boxd.it/3bnsqv,2.5,,,2022-08-30
2022-08-31,Haunt,2019,https://boxd.it/3bozvf,2.5,,,2022-08-30
2022-09-01,Moloch,2022,https://boxd.it/3byoRz,3.5,,,2022-08-31
2022-09-01,Intruder,1989,https://boxd.it/3bzgWt,4,,,2022-09-01
2022-09-24,Kimi,2022,https://boxd.it/3fMZqz,3.5,,,2022-09-11
2022-09-24,The Man from U.N.C.L.E.,2015,https://boxd.it/3fN1aj,3.5,,,2022-09-11
2022-09-20,Jug Face,2013,https://boxd.it/3f6z1p,3,,,2022-09-19
2022-09-22,Habit,1995,https://boxd.it/3fst9r,4,,,2022-09-21
2022-09-25,The Munsters,2022,https://boxd.it/3g1YAN,2.5,,,2022-09-24
2022-10-03,Cyberpunk: Edgerunners,2022,https://boxd.it/3hJ4dP,3.5,,,2022-09-24
2022-10-07,Steven Universe: The Movie,2019,https://boxd.it/3ivVSH,3.5,,,2022-09-24
2022-09-29,Star vs. the Forces of Evil: The Battle for Mewni,2017,https://boxd.it/3gOEG5,3.5,,,2022-09-26
2022-09-28,Aliens vs Predator: Requiem,2007,https://boxd.it/3gFFcx,2,,,2022-09-28
2022-10-07,Steven Universe Future,2019,https://boxd.it/3ivWaB,3.5,,,2022-09-30
2022-10-04,Six-String Samurai,1998,https://boxd.it/3hWzWH,4,,,2022-10-03
2022-10-05,Shoot 'Em Up,2007,https://boxd.it/3i661d,4,Yes,,2022-10-04
2022-10-05,The Woods,2006,https://boxd.it/3i7wST,3.5,,,2022-10-04
2022-10-06,Thor: Love and Thunder,2022,https://boxd.it/3ienlP,3.5,,,2022-10-05
2022-10-06,Wendigo,2001,https://boxd.it/3iiD5V,3.5,,,2022-10-05
2022-10-06,The Last Winter,2006,https://boxd.it/3ikd1d,3,,,2022-10-05
2022-10-09,Depraved,2019,https://boxd.it/3iZ2R5,4,,,2022-10-09
2022-10-11,Hellraiser,2022,https://boxd.it/3jqqDl,3,,,2022-10-10
2022-10-14,Three... Extremes,2004,https://boxd.it/3k0ZsJ,3.5,,,2022-10-13
2022-10-17,Halloween Ends,2022,https://boxd.it/3kGucT,3,,,2022-10-16
2022-10-18,The Theatre Bizarre,2011,https://boxd.it/3kUCAn,2.5,,,2022-10-17
2022-10-24,Final Space,2016,https://boxd.it/3m2Psr,4,,,2022-10-22
2022-10-24,Werewolf by Night,2022,https://boxd.it/3m2P7t,4,,,2022-10-23
2022-10-24,The School for Good and Evil,2022,https://boxd.it/3maWSn,3,,,2022-10-23
2022-11-14,Cowboy Bebop: The Movie,2001,https://boxd.it/3qIWq3,4,,,2022-11-13
2022-11-16,R.I.P.D. 2: Rise of the Damned,2022,https://boxd.it/3r8uKB,2.5,,,2022-11-15
2022-11-17,Lightyear,2022,https://boxd.it/3rfHSn,3,,,2022-11-16
2022-11-19,The Block Island Sound,2020,https://boxd.it/3rEvM3,3.5,,,2022-11-18
2022-11-20,Smile,2022,https://boxd.it/3rSZGH,3,,,2022-11-19
2022-11-21,Enola Holmes 2,2022,https://boxd.it/3s2Otx,3.5,,,2022-11-20
2022-11-21,The Nice Guys,2016,https://boxd.it/3s4WHL,4,,,2022-11-20
2022-11-21,The Murmuring,2022,https://boxd.it/3satbN,4,,,2022-11-20
2022-11-21,Dreams in the Witch House,2022,https://boxd.it/3satOP,3.5,,,2022-11-20
2022-11-21,The Outside,2022,https://boxd.it/3sb3sF,4,,,2022-11-21
2022-11-22,Lot 36,2022,https://boxd.it/3sl873,3.5,,,2022-11-21
2022-11-22,Graveyard Rats,2022,https://boxd.it/3slnuV,3.5,,,2022-11-21
2022-11-22,The Autopsy,2022,https://boxd.it/3sm16p,3,,,2022-11-21
2022-11-22,Pickman's Model,2022,https://boxd.it/3smMrJ,4,,,2022-11-21
2022-11-24,The Viewing,2022,https://boxd.it/3sHFOD,3.5,,,2022-11-23
2022-11-24,Weird: The Al Yankovic Story,2022,https://boxd.it/3sIZCf,3.5,,,2022-11-23
2022-11-27,Disney Channel's Theme: A History Mystery,2022,https://boxd.it/3th9Kr,4.5,,,2022-11-26
2022-11-29,Bringing Out the Dead,1999,https://boxd.it/3tPKj1,4,,,2022-11-28
2022-11-29,Nineteen Eighty-Four,1984,https://boxd.it/3tRayX,3.5,,,2022-11-29
2022-11-30,The Princess and the Frog,2009,https://boxd.it/3tZWV7,3.5,,,2022-11-29
2022-12-02,Mallrats,1995,https://boxd.it/3unT4H,4.5,Yes,,2022-12-01
2022-12-06,Barbarian,2022,https://boxd.it/3vgfVh,3.5,,,2022-12-05
2022-12-07,Bacurau,2019,https://boxd.it/3vrapR,4.5,,,2022-12-06
2022-12-07,Trilogy of Terror,1975,https://boxd.it/3vrVEJ,3,,,2022-12-06
2022-12-07,The Lodge,2019,https://boxd.it/3vtsRj,2.5,,,2022-12-07
2022-12-09,Clerks,1994,https://boxd.it/3vPNVl,5,Yes,,2022-12-08
2022-12-09,Clerks III,2022,https://boxd.it/3vQYgl,4,,,2022-12-09
2022-12-11,The Automat,2021,https://boxd.it/3wikEt,3,,,2022-12-11
2022-12-12,Trilogy of Terror II,1996,https://boxd.it/3wxW7d,3,,,2022-12-11
2022-12-16,Mass Hysteria,2019,https://boxd.it/3xmUHb,3,,,2022-12-15
2022-12-16,Uncle Sam,1996,https://boxd.it/3xo4mJ,3,,,2022-12-15
2022-12-17,Call Me Miss Cleo,2022,https://boxd.it/3xBzqN,3.5,,,2022-12-16
2022-12-17,House of 1000 Corpses,2003,https://boxd.it/3xDULr,2.5,,,2022-12-17
