Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-12-21,See How They Run,2022,https://boxd.it/3yHstV,3.5,,,2022-12-20
2022-12-24,Scare Package II: Rad Chad’s Revenge,2022,https://boxd.it/3zyzxL,3.5,,,2022-12-22
2022-12-24,All Cheerleaders Die,2013,https://boxd.it/3zyAKr,2.5,,,2022-12-23
2022-12-24,Sadistic Intentions,2019,https://boxd.it/3zA6AZ,3.5,,,2022-12-24
2022-12-27,Uncle Moses,1932,https://boxd.it/3AtWjV,4.5,,,2022-12-26
2023-01-01,Folklore: Broker of Death,2021,https://boxd.it/3CzwYj,3.5,,,2022-12-31
2023-01-01,Folklore: A Mother's Love,2018,https://boxd.it/3CBQwj,3,,,2023-01-01
2023-01-01,Folklore: Tatami,2018,https://boxd.it/3CCqDF,3,,,2023-01-01
2023-01-02,Folklore: Pob,2018,https://boxd.it/3COxrv,4,,,2023-01-01
2023-01-02,Folklore: Toyol,2018,https://boxd.it/3CPGNn,3.5,,,2023-01-01
2023-01-02,Folklore: Mongdal,2018,https://boxd.it/3CRc2v,3.5,,,2023-01-01
2023-01-03,Glass Onion,2022,https://boxd.it/3De5fX,4.5,,,2023-01-02
2023-01-19,Star Trek VI: The Undiscovered Country,1991,https://boxd.it/3Jf27R,5,,,2023-01-17
2023-01-23,The Hatred,2017,https://boxd.it/3KlJlN,1.5,,,2023-01-22
2023-01-26,Turning Red,2022,https://boxd.it/3LiuW3,4,,,2023-01-25
2023-01-26,Austin Powers: International Man of Mystery,1997,https://boxd.it/3Lix4t,3.5,Yes,,2023-01-25
2023-01-30,Rockula,1990,https://boxd.it/3MKvk5,3,,,2023-01-29
2023-02-06,There's Something Wrong with the Children,2023,https://boxd.it/3OW1Hb,3.5,,,2023-02-05
2023-02-12,Magic Mike,2012,https://boxd.it/3QxUSL,3.5,,,2023-02-12
2023-02-13,Magic Mike XXL,2015,https://boxd.it/3QNYBB,4.5,,,2023-02-12
2023-02-19,Romeo + Juliet,1996,https://boxd.it/3Sos4D,3,,,2023-02-18
2023-02-25,The Congress,2013,https://boxd.it/3U7Yo5,4,,,2023-02-24
2023-02-25,World of Tomorrow,2015,https://boxd.it/3U81fZ,4.5,,,2023-02-24
2023-02-26,M3GAN,2022,https://boxd.it/3Uo1Ch,3.5,,,2023-02-25
2023-02-26,Benedetta,2021,https://boxd.it/3UrlDv,3.5,,,2023-02-25
2023-02-26,Elle,2016,https://boxd.it/3UtKnV,3,,,2023-02-26
2023-02-27,Dogma,1999,https://boxd.it/3UCigP,4.5,Yes,,2023-02-26
2023-02-27,Knock at the Cabin,2023,https://boxd.it/3UP2GN,3.5,,,2023-02-26
2023-02-28,Lace Crater,2015,https://boxd.it/3V5FfN,2.5,,,2023-02-28
2023-03-01,Event Horizon,1997,https://boxd.it/3Vk3dT,4,Yes,,2023-02-28
2023-03-01,"No Telling (Or, The Frankenstein Complex)",1991,https://boxd.it/3VlJB1,4,,,2023-03-01
2023-03-02,Black Panther: Wakanda Forever,2022,https://boxd.it/3VAcrx,3.5,,,2023-03-01
2023-03-02,The Menu,2022,https://boxd.it/3VAczB,3.5,,,2023-03-01
2023-03-09,Shadow Zone: The Undead Express,1996,https://boxd.it/3XtGPt,3,,,2023-03-09
2023-03-10,Shadow Zone: My Teacher Ate My Homework,1997,https://boxd.it/3XJ6Ml,2.5,,,2023-03-10
2023-03-11,All About Evil,2010,https://boxd.it/3XYU23,4,,,2023-03-10
2023-03-12,Scream,1996,https://boxd.it/3Yf86P,4.5,Yes,,2023-03-11
2023-03-13,Scream 2,1997,https://boxd.it/3YvLWd,4,Yes,,2023-03-12
2023-03-13,Scream 3,2000,https://boxd.it/3YGxcH,3.5,,,2023-03-13
2023-03-14,Scream 4,2011,https://boxd.it/3YX1id,3.5,,,2023-03-14
2023-03-15,Scream,2022,https://boxd.it/3Za0TN,3.5,Yes,,2023-03-14
2023-03-15,Dumplings,2004,https://boxd.it/3ZbFJh,4,,,2023-03-14
2023-03-17,Tales From The Dark 1,2013,https://boxd.it/3ZFWZr,4,,,2023-03-17
2023-03-19,Run Sweetheart Run,2020,https://boxd.it/40elh3,4,,,2023-03-19
2023-03-21,Tales From The Dark 2,2013,https://boxd.it/40MUfp,3,,,2023-03-20
2023-03-21,Dark Water,2005,https://boxd.it/40P2BH,4,,,2023-03-20
2023-03-22,The Wicker Man,2006,https://boxd.it/413wUd,3,,,2023-03-20
2023-03-22,Dead Snow,2009,https://boxd.it/413IeD,4,,,2023-03-21
2023-03-23,Dead Snow 2: Red vs. Dead,2014,https://boxd.it/41gNUb,3.5,,,2023-03-22
2023-03-23,Dawn of the Dead,2004,https://boxd.it/41izE3,3,Yes,,2023-03-22
2023-03-29,Martin,1977,https://boxd.it/42U3wr,4,,,2023-03-28
2023-03-29,Blood Relatives,2022,https://boxd.it/42V8T3,4,,,2023-03-29
2023-03-29,Cursed Friends,2022,https://boxd.it/42VUch,3,,,2023-03-29
2023-03-30,Infinity Pool,2023,https://boxd.it/436CFn,3.5,,,2023-03-29
2023-04-02,From Hell,2001,https://boxd.it/43Wk6D,3.5,,,2023-04-01
2023-04-08,Le Bonheur,1965,https://boxd.it/45zOd7,4.5,,,2023-04-07
2023-04-10,The Shining,1980,https://boxd.it/46krDv,5,Yes,,2023-04-09
2023-04-15,Living with Chucky,2022,https://boxd.it/47AIRl,3.5,,,2023-04-14
2023-04-15,Scary Movie,2000,https://boxd.it/47Cm1V,2,,,2023-04-14
2023-04-16,Scary Movie 2,2001,https://boxd.it/47TkFD,2,,,2023-04-15
2023-04-16,Puppet Master: Doktor Death,2022,https://boxd.it/47Tobd,3,,,2023-04-15
2023-04-16,Retro Puppet Master,1999,https://boxd.it/47UEpd,3,,,2023-04-15
2023-04-17,The Boondock Saints,1999,https://boxd.it/48bS8f,3.5,Yes,,2023-04-16
2023-04-17,Dark Water,2002,https://boxd.it/48dINL,3.5,,,2023-04-16
2023-04-18,Wish Upon,2017,https://boxd.it/48mkut,0.5,Yes,,2023-04-16
2023-04-21,Superman/Batman: Public Enemies,2009,https://boxd.it/4980Jz,3,,,2023-04-20
2023-04-22,Batman and Harley Quinn,2017,https://boxd.it/49sCax,3,,,2023-04-21
2023-04-22,Batman: Gotham by Gaslight,2018,https://boxd.it/49sCr9,2.5,,,2023-04-21
2023-04-22,The Guest,2014,https://boxd.it/49sXIv,4.5,Yes,,2023-04-22
2023-04-24,Oblivion,2013,https://boxd.it/4a4jrb,3,,,2023-04-23
2023-04-24,The Christmas Tapes,2022,https://boxd.it/4a6097,1.5,,,2023-04-24
2023-05-02,Scream VI,2023,https://boxd.it/4cfwWr,3.5,,,2023-05-01
2023-05-05,Congo,1995,https://boxd.it/4cYrvZ,3,,,2023-05-04
2023-05-05,The Legend of Tarzan,2016,https://boxd.it/4d04dx,2,,,2023-05-05
2023-05-06,Renfield,2023,https://boxd.it/4dgHf5,3.5,,,2023-05-06
2023-05-10,Evil Dead Rise,2023,https://boxd.it/4elf6t,3.5,,,2023-05-09
2023-05-11,Mystery Men,1999,https://boxd.it/4eAwLX,4,Yes,,2023-05-11
2023-05-14,Popstar: Never Stop Never Stopping,2016,https://boxd.it/4f9qHl,3.5,Yes,,2023-05-13
2023-05-14,Batman & Robin,1997,https://boxd.it/4fbeiH,2,Yes,,2023-05-13
2023-05-16,Encino Man,1992,https://boxd.it/4fJ5Zv,3.5,,,2023-05-14
2023-05-15,Blast from the Past,1999,https://boxd.it/4fwQg7,3.5,,,2023-05-15
2023-05-16,Airheads,1994,https://boxd.it/4fKfp5,3,,,2023-05-15
2023-05-16,Hanukkah on Rye,2022,https://boxd.it/4fLxdN,2.5,,,2023-05-15
2023-06-14,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/4ndifN,4,,,2023-06-13
2023-06-15,Shazam! Fury of the Gods,2023,https://boxd.it/4nrUkp,3,,,2023-06-14
2023-06-18,The Super Mario Bros. Movie,2023,https://boxd.it/4oanz7,3.5,,,2023-06-17
2023-07-04,X2,2003,https://boxd.it/4sYCT3,4.5,Yes,,2023-07-03
2023-07-15,Wong Ping's Fables 1,2019,https://boxd.it/4wg2cF,3.5,,,2023-07-15
2023-07-15,Wong Ping's Fables 2,2019,https://boxd.it/4wg2s9,3.5,,,2023-07-15
2023-07-15,Wong Ping Animation Collection,2019,https://boxd.it/4wg2HN,3.5,,,2023-07-15
2023-08-02,JoJo's Bizarre Adventure: Diamond is Unbreakable – Chapter 1,2017,https://boxd.it/4D8tI1,3,,,2023-08-01
2023-08-05,Alien,1979,https://boxd.it/4E6AKN,5,Yes,,2023-08-05
2023-08-06,The Flash,2023,https://boxd.it/4EqUjn,3,,,2023-08-05
2023-08-08,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4FaaDj,5,,,2023-08-07
2023-08-09,The Wild Goose Lake,2019,https://boxd.it/4Fuub5,4,,,2023-08-08
2023-08-10,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4FLyP3,5,,,2023-08-09
2023-08-20,The Italian Job,2003,https://boxd.it/4IUhXT,4,,,2023-08-19
2023-08-21,Cecil B. Demented,2000,https://boxd.it/4JmXUD,4,,,2023-08-20
2023-08-23,Blade,1998,https://boxd.it/4JUa8D,3,Yes,,2023-08-22
2023-08-23,The Virgin Suicides,1999,https://boxd.it/4JWwdp,3.5,,,2023-08-22
2023-08-28,Meg 2: The Trench,2023,https://boxd.it/4Lw6ch,2.5,,,2023-08-28
2023-09-05,Nimona,2023,https://boxd.it/4NMN5X,4,,,2023-09-04
2023-09-19,Game Night,2018,https://boxd.it/4RIhqn,3.5,,,2023-09-17
2023-09-20,Hellboy Animated: Blood and Iron,2007,https://boxd.it/4S5AiX,3,,,2023-09-19
2023-09-21,FearDotCom,2002,https://boxd.it/4SoBOj,2,,,2023-09-20
2023-09-21,Shadowboxer,2005,https://boxd.it/4SpJYt,1.5,,,2023-09-21
2023-09-24,The Last Voyage of the Demeter,2023,https://boxd.it/4Tcz1z,3,,,2023-09-23
2023-09-24,The Wrath of Becky,2023,https://boxd.it/4TeGTd,2.5,,,2023-09-23
2023-09-24,Blue Beetle,2023,https://boxd.it/4TgOtL,3.5,,,2023-09-24
2023-09-26,Dracula 2000,2000,https://boxd.it/4TPIvh,3,,,2023-09-25
2023-10-02,Maggie's Plan,2015,https://boxd.it/4VxTRP,2.5,,,2023-10-01
2023-10-18,Alone in the Dark,2005,https://boxd.it/510l3T,1.5,,,2023-10-17
2023-11-08,Talk to Me,2022,https://boxd.it/584Ubf,3.5,,,2023-11-07
2023-11-13,Kunstkamera,2022,https://boxd.it/59Gjh1,,,,2023-11-10
2023-11-11,Insect,2018,https://boxd.it/58WYvL,3.5,,,2023-11-11
2023-11-13,Blade II,2002,https://boxd.it/59DXIv,4,Yes,,2023-11-12
2023-11-13,Blade: Trinity,2004,https://boxd.it/59GhER,2,Yes,,2023-11-12
2023-11-22,Suitable Flesh,2023,https://boxd.it/5cs3QN,3.5,,,2023-11-21
2023-11-22,Cold Creek Manor,2003,https://boxd.it/5cvfw7,2.5,,,2023-11-22
2023-11-24,S.F.W.,1994,https://boxd.it/5d8fbL,4,,,2023-11-24
2023-11-25,Jackals,2017,https://boxd.it/5dt21Z,2.5,,,2023-11-24
2023-11-26,Traveling Light,2021,https://boxd.it/5dNO8f,3.5,,,2023-11-25
2023-11-26,Sex Guaranteed,2017,https://boxd.it/5dSx7J,3,,,2023-11-26
2023-11-27,Dead Man's Hand,2023,https://boxd.it/5ecZ99,2.5,,,2023-11-26
2023-11-28,American Hero,2015,https://boxd.it/5eHGLZ,3,,,2023-11-26
2023-11-28,Heatstroke,2013,https://boxd.it/5eHGZn,2.5,,,2023-11-27
2023-11-28,The Motel Life,2012,https://boxd.it/5eIZwr,4,,,2023-11-27
2023-11-28,Justice League vs. the Fatal Five,2019,https://boxd.it/5eJGlV,3.5,,,2023-11-28
2023-11-29,Innocent Lies,1995,https://boxd.it/5eYXCJ,2,,,2023-11-28
2023-11-29,Don't Go,2018,https://boxd.it/5f0zWJ,2,,,2023-11-29
2023-11-29,Suicide Squad: Hell to Pay,2018,https://boxd.it/5f1RqD,3,,,2023-11-29
2023-11-30,Carjacked,2011,https://boxd.it/5ffvkV,2.5,,,2023-11-29
2023-11-30,The Debt,2015,https://boxd.it/5fh1qN,3,,,2023-11-29
2023-12-01,Tomorrow You're Gone,2012,https://boxd.it/5fwkbn,2,,,2023-11-30
2023-12-01,Embattled,2020,https://boxd.it/5fyJcf,3,,,2023-12-01
2023-12-02,Officer Down,2013,https://boxd.it/5fSDVj,2.5,,,2023-12-02
2023-12-02,Felon,2008,https://boxd.it/5fUaLj,3.5,,,2023-12-02
2023-12-03,City of Industry,1997,https://boxd.it/5gcG8T,3,,,2023-12-02
2023-12-03,Judgment Night,1993,https://boxd.it/5gg3u5,2.5,,,2023-12-03
2023-12-03,Mob Land,2023,https://boxd.it/5ghYgL,3,,,2023-12-03
2023-12-04,Slotherhouse,2023,https://boxd.it/5gDnrr,3,,,2023-12-03
2023-12-04,Steal,2002,https://boxd.it/5gFgNf,3,,,2023-12-03
2023-12-06,Brake,2012,https://boxd.it/5hk5CR,2.5,,,2023-12-06
2023-12-12,Cold in July,2014,https://boxd.it/5joUed,3,,,2023-12-09
2023-12-10,It's a Wonderful Knife,2023,https://boxd.it/5iD45J,3,,,2023-12-10
2023-12-12,BloodRayne,2005,https://boxd.it/5joVRv,2,,,2023-12-10
2023-12-13,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,https://boxd.it/5jK65J,4,,,2023-12-12
2023-12-15,Barbie,2023,https://boxd.it/5kmULr,4,,,2023-12-15
2023-12-16,The Venture Bros.: Radiant Is the Blood of the Baboon Heart,2023,https://boxd.it/5kG5iD,4,,,2023-12-15
2023-12-16,Legion of Super-Heroes,2023,https://boxd.it/5kIbyB,3,,,2023-12-16
2023-12-21,Thanksgiving,2023,https://boxd.it/5mFiq7,3.5,,,2023-12-20
2023-12-22,The Nun II,2023,https://boxd.it/5n3vhv,2.5,,,2023-12-21
2023-12-23,Santa Jaws,2018,https://boxd.it/5nvtNv,2.5,,,2023-12-23
2024-01-02,Rebel Moon – Part One: A Child of Fire,2023,https://boxd.it/5tdCN3,2.5,,,2023-12-27
2023-12-31,Rites of Passage,2012,https://boxd.it/5rNOLn,2,,,2023-12-30
2023-12-31,Dead Man's Curve,1998,https://boxd.it/5rR6TP,2.5,,,2023-12-30
2024-01-03,A Haunting in Venice,2023,https://boxd.it/5tI0r1,2.5,,,2024-01-02
2024-01-04,Stonehearst Asylum,2014,https://boxd.it/5urG1f,2.5,,,2024-01-04
2024-01-05,This Is GWAR,2021,https://boxd.it/5v4CzZ,4,,,2024-01-05
2024-01-08,I Am Not a Serial Killer,2016,https://boxd.it/5xgb6j,3,,,2024-01-07
2024-01-09,The Gingerdead Man,2005,https://boxd.it/5xIFvJ,2,,,2024-01-08
2024-01-09,The Convent,2000,https://boxd.it/5xMqc1,3.5,,,2024-01-08
2024-01-13,The Suicide Squad,2021,https://boxd.it/5zEsrT,4.5,Yes,,2024-01-10
2024-01-16,RoboCop,1987,https://boxd.it/5Bnl0P,4.5,Yes,,2024-01-14
2024-01-16,THX 1138,1971,https://boxd.it/5Bq2un,3.5,,,2024-01-15
2024-01-16,The Marvels,2023,https://boxd.it/5BE22B,3.5,,,2024-01-15
2024-01-18,The Hateful Eight,2015,https://boxd.it/5CEqGz,4,Yes,,2024-01-17
2024-01-18,WHAT DID JACK DO?,2017,https://boxd.it/5CEU4b,2.5,,,2024-01-17
2024-01-18,Inglourious Basterds,2009,https://boxd.it/5CHe45,4.5,Yes,,2024-01-18
2024-01-19,Reservoir Dogs,1992,https://boxd.it/5D4Sqh,4.5,Yes,,2024-01-18
2024-01-19,True Romance,1993,https://boxd.it/5D7Jon,3.5,,,2024-01-18
2024-01-21,Gurren Lagann the Movie: Childhood's End,2008,https://boxd.it/5DTVi3,3,,,2024-01-20
2024-01-21,Origin,2023,https://boxd.it/5E7iw9,4,,,2024-01-20
2024-01-22,Wonka,2023,https://boxd.it/5EGUal,3.5,,,2024-01-21
2024-01-23,Five Nights at Freddy's,2023,https://boxd.it/5FcVVh,3,,,2024-01-22
2024-01-24,Aquaman and the Lost Kingdom,2023,https://boxd.it/5FGRYL,4,,,2024-01-23
2024-01-26,Wish,2023,https://boxd.it/5Gz2C5,3,,,2024-01-25
2024-01-28,Scooby-Doo 2: Monsters Unleashed,2004,https://boxd.it/5HD1SN,3.5,,,2024-01-27
2024-01-30,After Midnight,2019,https://boxd.it/5IOE15,4,Yes,,2024-01-29
2024-01-30,The Leech,2022,https://boxd.it/5IOEQ3,3.5,,,2024-01-29
2024-01-31,Eternals,2021,https://boxd.it/5J8dBF,3,Yes,,2024-01-30
2024-02-13,Snow Day,2000,https://boxd.it/5P5upp,2.5,,,2024-02-12
2024-02-13,Small Soldiers,1998,https://boxd.it/5P6Swh,3.5,,,2024-02-13
2024-02-14,El Conde,2023,https://boxd.it/5PrDLj,3.5,,,2024-02-13
2024-02-14,Inhuman Kiss,2019,https://boxd.it/5PvIlX,3.5,,,2024-02-14
2024-02-15,My Bloody Valentine,2009,https://boxd.it/5PSPcT,3.5,,,2024-02-14
2024-02-15,My Bloody Valentine,1981,https://boxd.it/5PV9UF,3,,,2024-02-14
2024-02-17,Bad Moon,1996,https://boxd.it/5QNc91,3,,,2024-02-17
2024-02-20,Night Swim,2024,https://boxd.it/5SlIPb,2,,,2024-02-19
2024-02-21,The Prince,2023,https://boxd.it/5SIbsz,4,,,2024-02-20
2024-02-21,The Cottage,2008,https://boxd.it/5SM3WJ,4,,,2024-02-20
2024-02-21,Lord of Illusions,1995,https://boxd.it/5SPmox,3.5,,,2024-02-20
2024-02-22,Dracula II: Ascension,2003,https://boxd.it/5TawEx,2.5,,,2024-02-21
2024-02-22,Dracula III: Legacy,2005,https://boxd.it/5TcogL,2.5,,,2024-02-21
2024-02-25,Fantasy Island,2020,https://boxd.it/5Un8EX,2,,,2024-02-24
2024-02-25,Wrong Turn,2003,https://boxd.it/5UzSGf,3,,,2024-02-25
2024-02-25,Cry_Wolf,2005,https://boxd.it/5UBCUJ,3,,,2024-02-25
2024-02-29,Boogie Nights,1997,https://boxd.it/5WfYCh,4.5,,,2024-02-27
2024-03-03,Miller's Girl,2024,https://boxd.it/5XFSsL,1.5,,,2024-03-02
2024-03-03,Lisa Frankenstein,2024,https://boxd.it/5XNiqZ,4,,,2024-03-02
2024-03-11,The Ruins,2008,https://boxd.it/61EBLl,3,,,2024-03-10
2024-03-20,Madame Web,2024,https://boxd.it/65KCDP,1.5,,,2024-03-19
2024-03-28,Imaginary,2024,https://boxd.it/69sP2R,2.5,,,2024-03-28
2024-03-31,"Butcher, Baker, Nightmare Maker",1981,https://boxd.it/6aJyf3,3,,,2024-03-30
2024-03-31,Carrie,2013,https://boxd.it/6aVgAr,2.5,,,2024-03-30
2024-04-03,Pet Sematary II,1992,https://boxd.it/6coiEd,2.5,,,2024-04-02
2024-04-03,They,2002,https://boxd.it/6cqWYr,2.5,,,2024-04-02
2024-04-20,Dune: Part Two,2024,https://boxd.it/6j02lT,3.5,,,2024-04-18
2024-04-23,Maximum Overdrive,1986,https://boxd.it/6kxKb9,3,,,2024-04-22
2024-04-29,Late Night with the Devil,2023,https://boxd.it/6mXflH,4,,,2024-04-28
2024-04-30,Ghost Ship,2002,https://boxd.it/6nqJop,2.5,Yes,,2024-04-29
2024-05-02,Swimming with Sharks,1994,https://boxd.it/6of3X5,4,,,2024-05-01
2024-05-04,The Usual Suspects,1995,https://boxd.it/6p5PVP,4.5,Yes,,2024-05-04
2024-05-05,K-PAX,2001,https://boxd.it/6ph4U5,3.5,Yes,,2024-05-04
2024-05-06,They Cloned Tyrone,2023,https://boxd.it/6q95tx,4.5,,,2024-05-05
2024-05-08,She Is Conann,2023,https://boxd.it/6qTc39,4,,,2024-05-07
2024-05-09,Abigail,2024,https://boxd.it/6reWud,3.5,,,2024-05-08
2024-05-09,I Blame Society,2020,https://boxd.it/6rhT35,3.5,,,2024-05-08
2024-05-10,Braindead,1992,https://boxd.it/6rBZGH,4.5,Yes,,2024-05-09
2024-05-14,The Creator,2023,https://boxd.it/6teEvF,4,,,2024-05-13
2024-05-18,Dementia 13,1963,https://boxd.it/6uJ3iv,3,,,2024-05-18
2024-05-18,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/6uKt8N,5,Yes,,2024-05-18
2024-05-19,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/6v4nrz,5,Yes,,2024-05-18
2024-05-20,13 Ghosts,1960,https://boxd.it/6vBMUH,3,,,2024-05-19
2024-05-21,House on Haunted Hill,1959,https://boxd.it/6vWrbN,4,,,2024-05-20
2024-05-22,The Gentlemen,2019,https://boxd.it/6wolGh,3.5,Yes,,2024-05-21
2024-05-27,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/6yxS1H,3.5,,,2024-05-26
2024-05-29,Seedpeople,1992,https://boxd.it/6znt0X,3,,,2024-05-28
2024-05-29,Drag Me to Hell,2009,https://boxd.it/6zqwYd,3,Yes,,2024-05-29
2024-05-29,"Miraculous World: New York, United HeroeZ",2020,https://boxd.it/6zrifP,4,,,2024-05-29
2024-05-31,The First Omen,2024,https://boxd.it/6Abg7r,4,,,2024-05-31
2024-06-04,Furiosa: A Mad Max Saga,2024,https://boxd.it/6BSpXL,4.5,,,2024-06-03
2024-06-05,Royal Warriors,1986,https://boxd.it/6Ccxrt,4.5,,,2024-06-04
2024-06-07,The Unknown,1927,https://boxd.it/6CUe0B,4,,,2024-06-06
2024-06-11,The Maltese Falcon,1941,https://boxd.it/6ECJUR,5,Yes,,2024-06-10
2024-06-12,Killer of Men,2022,https://boxd.it/6F18KF,5,,,2024-06-11
2024-06-14,Streets of Fire,1984,https://boxd.it/6FIoAn,4,,,2024-06-13
2024-06-14,The Strangers: Chapter 1,2024,https://boxd.it/6FJQst,2.5,,,2024-06-13
2024-06-17,The Little Shop of Horrors,1960,https://boxd.it/6H0Y3T,3,,,2024-06-16
2024-06-20,A Horrible Way to Die,2010,https://boxd.it/6I8oVl,2.5,,,2024-06-19
2024-06-20,Cheap Thrills,2013,https://boxd.it/6I9Aut,3.5,,,2024-06-20
2024-06-21,Blue Ruin,2013,https://boxd.it/6Is6TB,4.5,,,2024-06-20
2024-06-21,Blackout,2023,https://boxd.it/6IuB1p,4,,,2024-06-20
2024-06-24,Dead Silence,2007,https://boxd.it/6JCf4L,2.5,,,2024-06-23
2024-06-24,Hellraiser: Hellworld,2005,https://boxd.it/6JKHFh,2.5,,,2024-06-23
2024-06-24,Hellraiser: Deader,2005,https://boxd.it/6JKIn9,2.5,,,2024-06-23
2024-06-24,Made for Each Other,2023,https://boxd.it/6JO1wv,2.5,,,2024-06-23
2024-06-25,Loving Leah,2009,https://boxd.it/6KclPv,3,,,2024-06-25
2024-06-25,Eight Gifts of Hanukkah,2021,https://boxd.it/6KdfEX,2,,,2024-06-25
2024-06-26,The Vourdalak,2023,https://boxd.it/6Kw993,5,,,2024-06-25
2024-06-27,The Offering,2022,https://boxd.it/6KUwJ7,3,,,2024-06-26
2024-06-29,In a Violent Nature,2024,https://boxd.it/6LAYAL,3.5,,,2024-06-28
2024-07-01,Freaks,1932,https://boxd.it/6MuNK3,4.5,,,2024-06-30
2024-07-02,Harvey,1950,https://boxd.it/6MER0j,4,,,2024-06-30
2024-07-02,Creature from the Black Lagoon,1954,https://boxd.it/6MVVNX,4,,,2024-07-01
2024-07-05,Mute Witness,1995,https://boxd.it/6OamSR,4,,,2024-07-04
2024-07-13,Musings Of A Mechatronic Mistress,2023,https://boxd.it/6RA4fh,4,,,2024-07-12
2024-07-17,Puss in Boots: The Last Wish,2022,https://boxd.it/6TyqHB,4,,,2024-07-16
2024-07-22,The Piper,2023,https://boxd.it/6VKvH9,2.5,,,2024-07-21
2024-07-27,Deadpool & Wolverine,2024,https://boxd.it/6Y6GCV,4,,,2024-07-26
2024-07-29,Revenge,2017,https://boxd.it/6Z3XmX,4,,,2024-07-28
2024-07-29,The Toxic Avenger,1984,https://boxd.it/6Z3YRH,5,Yes,,2024-07-28
2024-07-29,Tromeo & Juliet,1996,https://boxd.it/6Z3ZtB,4,Yes,,2024-07-28
2024-07-29,Slither,2006,https://boxd.it/6Z81fJ,3.5,,,2024-07-29
2024-07-30,Hundreds of Beavers,2022,https://boxd.it/6ZsTaX,5,,,2024-07-29
2024-07-30,Society,1989,https://boxd.it/6ZzZV5,3.5,,,2024-07-29
2024-07-30,Willard,2003,https://boxd.it/6ZA0fT,3.5,,,2024-07-30
2024-08-01,Tarot,2024,https://boxd.it/70iYHB,2,,,2024-07-31
2024-08-03,My Best Friend's Exorcism,2022,https://boxd.it/715PZp,1.5,,,2024-08-02
2024-08-03,Totally Killer,2023,https://boxd.it/719Drt,3.5,,,2024-08-02
2024-08-03,Jack's Back,1988,https://boxd.it/71c6r7,3,,,2024-08-03
2024-08-04,Con Air,1997,https://boxd.it/71GVMl,3.5,,,2024-08-04
2024-08-07,Crumb,1994,https://boxd.it/72SVDB,4,,,2024-08-06
2024-08-07,Royalty Free: The Music of Kevin MacLeod,2020,https://boxd.it/72Y8m9,3,,,2024-08-06
2024-08-07,Sex and Broadcasting,2014,https://boxd.it/72Y8PZ,3,,,2024-08-06
2024-08-08,The United States of Insanity,2021,https://boxd.it/73ngpl,4.5,,,2024-08-07
2024-08-09,My Hero Academia: Two Heroes,2018,https://boxd.it/73A2bF,3.5,,,2024-08-08
2024-08-10,Bring It On: Cheer Or Die,2022,https://boxd.it/74aJqF,2.5,,,2024-08-09
2024-08-12,We Were Once Kids,2021,https://boxd.it/759IhJ,4,,,2024-08-11
2024-08-12,Nurse 3-D,2013,https://boxd.it/75duhX,2.5,,,2024-08-12
2024-08-18,Castle Freak,1995,https://boxd.it/77SLfz,3.5,Yes,,2024-08-18
2024-08-22,The Blues Brothers,1980,https://boxd.it/79Lho1,5,,,2024-08-22
2024-08-22,Coneheads,1993,https://boxd.it/79MaIb,3,Yes,,2024-08-22
2024-08-25,FernGully: The Last Rainforest,1992,https://boxd.it/7b8G9Z,3.5,,,2024-08-25
2024-08-25,Jujutsu Kaisen 0,2021,https://boxd.it/7bbCJ1,4,,,2024-08-25
2024-08-26,Death to Smoochy,2002,https://boxd.it/7bHF53,4.5,,,2024-08-25
2024-08-27,Army of Shadows,1969,https://boxd.it/7c7WHP,4.5,,,2024-08-26
2024-08-28,Longlegs,2024,https://boxd.it/7czZU9,4.5,,,2024-08-27
2024-08-29,Under the Skin,2013,https://boxd.it/7cZpvf,4.5,,,2024-08-28
2024-08-29,Speak No Evil,2022,https://boxd.it/7d2yej,4,,,2024-08-29
2024-08-30,The Hunt,2012,https://boxd.it/7dnmSX,4.5,,,2024-08-29
2024-08-30,Pusher,1996,https://boxd.it/7dpMvf,3.5,,,2024-08-30
2024-08-31,Howling IV: The Original Nightmare,1988,https://boxd.it/7dRwrn,2.5,,,2024-08-31
2024-09-02,Love at First Bite,1979,https://boxd.it/7eXdED,3,,,2024-09-02
2024-09-03,Parents,2016,https://boxd.it/7frkzF,3,,,2024-09-03
2024-09-04,A Horrible Woman,2017,https://boxd.it/7fPBNH,3,,,2024-09-03
2024-09-05,After the Wedding,2006,https://boxd.it/7geOLJ,4,,,2024-09-04
2024-09-09,The Houses October Built,2014,https://boxd.it/7icGbR,2.5,,,2024-09-08
2024-09-09,Strange Darling,2023,https://boxd.it/7iatfx,4,,,2024-09-09
2024-09-18,Speak No Evil,2024,https://boxd.it/7lOuUX,3.5,,,2024-09-09
2024-09-13,Jumanji: The Next Level,2019,https://boxd.it/7jBxUd,3.5,,,2024-09-12
