Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-08-04,Species,1995,https://boxd.it/22Icz5,3,,A surprising number of big names in this.,,2021-08-03
2021-08-20,Halloween Party,2019,https://boxd.it/252jyL,2.5,,"Filmed surprisingly competently for a film filled with what appears to be Snapchat-filter-generated monsters.

Next time, they should play for less drone shots, more spending on monsters.",,2021-08-20
2021-08-22,Dead End,2003,https://boxd.it/25jx8V,3.5,,"""Everything's so fucked up on this goddammed road""",,2021-08-21
2021-08-28,False Positive,2021,https://boxd.it/264ehD,2.5,,"It's not so much that this movie is bad, it's mechanically fine. It is just slow and filled with empty spaces and unmotivated dream sequences. The movie seems on the cusp of having a better plot, or a more thought out point, but instead it uses the arty horror techniques of a typical A24 film to cover its own lack of a real point or theme. It's a shame because most of the parts are there, a slight tweak might make it clearer, or more entertaining, or more interesting. Instead it has ended up as tone lacking a solid organizing idea.",,2021-08-26
2021-09-01,You Can't Kill Stephen King,2012,https://boxd.it/26KvvL,1.5,,I was going to give this two stars for being filmed competently but then there was that godawful flashback to 20 minutes ago and even worse dream sequence so -.5 of a star for those disasters.,,2021-08-31
2021-09-02,The Orange Years: The Nickelodeon Story,2018,https://boxd.it/26Snvp,4,,Surprising and sweet!,,2021-09-01
2021-09-27,Old,2021,https://boxd.it/2aifNJ,3.5,,Probably the first film I've seen where it's very clearly filmed for audiences assuming they've seen the trailer and playing with their expectations.,,2021-09-26
2021-10-09,The Hitcher,2007,https://boxd.it/2bTCUL,2.5,,It's not so much bad as a remake with so little to say that it manages to duplicate almost every beat of the original but muddle the plot and timing anyway in such a way as to remove any suspense.,,2021-10-08
2021-11-25,Midnight Mass,2021,https://boxd.it/2joEfZ,4.5,,This was so excellent and so badly marketed. You should watch it.,,2021-11-25
2021-11-28,Super Hot,2021,https://boxd.it/2jQqAl,3,,"I dunno, this was sort of adorable. I laughed. I enjoyed it. It whizzed by. Good music too. It looked like everyone was having fun.",,2021-11-27
2021-12-01,Bloody Hell,2020,https://boxd.it/2kkgM7,3.5,,"Tight, well put together film. A lot better than I expected and totally badly represented by the marketing.",,2021-11-30
2021-12-09,Hansel & Gretel: Witch Hunters,2013,https://boxd.it/2luh7D,3.5,,Fun!,,2021-12-08
2021-12-25,Hello Mary Lou: Prom Night II,1987,https://boxd.it/2okJ0d,3,,"A lot of impressive homage to other horror, though not a ton of originality. Fun though!",,2021-12-25
2021-12-28,Resident Evil: Welcome to Raccoon City,2021,https://boxd.it/2p5trr,2.5,,Makes the old Resident Evil films look like Citizen Kane. How'd the CGI get worse?,,2021-12-27
2021-12-28,The Dead Don't Die,2019,https://boxd.it/2p7jHX,3,,Is this a climate allegory?,,2021-12-27
2022-01-09,Don't Look Up,2021,https://boxd.it/2sdJNh,2.5,,I dunno man... it just feels so self satisfied and yet in such bad taste.,,2022-01-08
2022-01-29,Ghostbusters: Afterlife,2021,https://boxd.it/2wUeQh,3,,"Watching the new Ghostbusters movie was like watching an old band at a big event, they played all the hits, covered some recent hits by other people, then threw their long dead member on stage as a hologram to run some sample to combine with a new track.",,2022-01-28
2022-01-29,The Many Saints of Newark,2021,https://boxd.it/2wW1LH,2.5,,What was the point of any of this and what was going on at any point and also why edit it like this? Why why why?,,2022-01-28
2022-02-01,Charm Circle,2021,https://boxd.it/2xzSRh,5,,"Quite an engrossing portrait of its subjects, a captivating watch.",,2021-12-01
2022-02-05,The Columnist,2019,https://boxd.it/2yeSaT,4,,Very solid! Also really great performance from Katja Herbers.,,2022-02-04
2022-02-12,Mortuary,2005,https://boxd.it/2zyjr5,3.5,,"I'm amazed that no one has ever recommended this to me. Great acting, creepy decomposing urbanity, some very clever shots and Lovecraftian mold monsters. In many ways this reads ahead of its time, residing instead in the late aughts where the housing crash created dozens of decomposing suburbs like seen here, where populations could and did disappear for reasons unknown.",,2022-02-12
2022-02-19,The Return of the Texas Chainsaw Massacre,1995,https://boxd.it/2AOOab,3,,The original Cabin in the Woods.,,2022-02-18
2022-02-21,Texas Chainsaw Massacre,2022,https://boxd.it/2BhlPx,2.5,,Why any of this?,,2022-02-20
2022-02-28,The Suicide Squad,2021,https://boxd.it/2CrVTT,4,,"Look this movie made me tear up for The Ratcatcher 2 so, yeah, it's pretty great.",,2022-02-27
2022-03-01,The King's Man,2021,https://boxd.it/2CDeSH,2,,"Shockingly bad decisions abound! 

The Kingsmen films made a name for themselves in a period of increasingly grim self-serious spy films by turning the clock back with a pastiche of the genre that allowed them to return to the days of silly puns, crazy devices, ludicrous villains and world-ending plots. For better and worse it was a return to an older era of spy films more interested in having fun, both in the script and on-screen, then proving out their ""realism"". 

So, it is baffling that the most recent film decided that it would follow up the fun with a grim self-serious historical wartime spy melodrama. All of the verve, fun, and cleverness has gone. We are left with a rather boring tale and little color on display. The result might have been interesting if it had satisfied itself with operating at the margins or leaned into an alternate history take, but instead the characters make futile play in a sandbox where almost everything is pre-determined while they mostly attempt to foil events the results of which we already know. There might have been some charm available from the cast but, with the exception of Rhys Ifans as Rasputin, everyone has apparently been strictly instructed to keep a stiff British upper lip, including--in a total waste of an actor--Ralph Fiennes who had apparently been instructed never to emote. 

Finally, the script is worse of all. The more one reads Mark Millar's work the harder it is to avoid his weird conservatism that, at times, feels it can lean far right enough to make neighbors with the alt-right. It seems that the gravity of Millar's politics is so heavy that even this film cannot escape. By the end we've been instructed very seriously in the script's Big Meanings which, as far as I can tell, are:

Pacifism is bad.
Monarchy is Good (the best actually).
Communism is a plot by the global elites and fake.
Lenin was best friends with Hitler in their attempt to take over the world.
Long live the British Royalty and woe to any who might wish their independence.
All US Presidents are Bill Clinton actually and US democracy is a weak joke. 

The film is clearly one with a message and that message is apparently this truly stupefying collection of bs. When it comes to the end and the final victory is the main character firmly declaring his rejection of pacifism you can only come to the conclusion that this movie isn't just a mess... it's actual crap. And worse... apparently deeply invested in some sort of sketchy anti-democratic monarchy porn. And, since it has rejected the tone and style of its predecessors, it isn't even a bad movie that is fun to watch. It's just the worst. ",,2022-02-28
2022-03-08,Scary Movie 5,2013,https://boxd.it/2DYpql,1.5,,Try as they might they can't make it as stupid as an actual Paranormal Activity film.,,2022-03-07
2022-03-13,American Psycho II: All American Girl,2002,https://boxd.it/2EPvCt,2,,Impressive that every music cue in this film is the exact opposite of what it should be.,,2022-03-12
2022-03-16,Hawkeye,2021,https://boxd.it/2FrBRZ,4,,"Man... are the 2020s the decade where Marvel actually leverages all this crazy multi-platform TV and Movies stuff to orchestrate some lengthy character arcs that really hit with a long windup followed by a hell of an emotional punch? 

Also... did this TV show retroactively make the Black Widow film way better? 

Unexpectedly great! ",,2022-03-15
2022-03-18,Leprechaun 4: In Space,1996,https://boxd.it/2FNUgd,2,,"I gotta respect that they blew out that budget at the end, crazy monster, special set, big boom.",,2022-03-17
2022-03-27,Dracula Untold,2014,https://boxd.it/2HvSml,2.5,,"Honestly, we should have gotten a second one if these with Charles Dance just tearing up the screen. Every minute he's in this all I want is more.",,2022-03-26
2022-04-05,Everything Everywhere All at Once,2022,https://boxd.it/2J6AW9,5,,"Wow, what a range for one film!",,2022-04-04
2022-06-03,Fantastic Beasts: The Secrets of Dumbledore,2022,https://boxd.it/2Tz8VF,2.5,,Glad I didn't pay money to watch this mess. ,,2022-06-02
2022-06-06,The Resonator: Miskatonic U,2021,https://boxd.it/2U9L1D,2.5,,Lol,,2022-06-05
2022-06-08,Darkness,2002,https://boxd.it/2UvVDL,1.5,,Wut?,,2022-06-07
2022-07-07,Jurassic World Dominion,2022,https://boxd.it/2ZPQjL,3,,There's a good movie in here somewhere but at about an hour in the whole thing falls apart into random dino encounters like they're rolling them on a table and it never really pulls itself back into shape. ,,2022-07-06
2022-07-07,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2ZTjrl,4,,"Putting aside that this is the sort of deep cut victory lap for Marvel that would have been basically impossible even a mere 5 years ago; and putting aside the rewind on Wanda's character development; this was a fun movie! More fun then most of the Marvel films, more interesting to watch, and a genuinely decent use of Benedict Cumberbatch who I usually can't stand.",,2022-07-07
2022-07-09,The Scary of Sixty-First,2021,https://boxd.it/30eBup,,,This movie was either 1 or 4 stars and I can't decide which. But it was definetly something.,,2022-07-08
2022-07-27,The Gray Man,2022,https://boxd.it/33Wxkb,2,,Why do all the fight scenes suck? Isn't the whole point of this movie for the fight scenes? What am I missing here? Is this a satire or a joke or something? ,,2022-07-26
2022-08-07,The Day of the Beast,1995,https://boxd.it/36A0EF,3.5,,I had fun with this one!,,2022-08-07
2022-08-24,Glorious,2022,https://boxd.it/3a3g9N,4,,The HP Lovecraft bottle episode. Very inventive.,,2022-08-23
2022-08-24,Unfriended: Dark Web,2018,https://boxd.it/3a4Opx,3,,Smarter and better put together than its predecessor. But getting Skyped by a ghost was more fun.,,2022-08-24
2022-08-28,Choose or Die,2022,https://boxd.it/3aOhuL,2.5,,"It's fine. It's not great, but it's not terrible. I liked the music.",,2022-08-28
2022-08-30,Orphan: First Kill,2022,https://boxd.it/3bcdkZ,2,,Look here's a clean handkerchief. Just wipe the vaseline off the camera lens please! ,,2022-08-29
2022-08-31,Seance,2021,https://boxd.it/3bnsqv,2.5,,"The way this ended I now want Suki Waterhouse to wander America, the woman with no name. Every week she encounters a new mystery and ghost and must solve the case, beat up the bad guy and amble out of town at the end, staying one step ahead of the law which wishes to unfairly imprison her while trying to clear her name and return to her beloved girlfriend.",,2022-08-30
2022-08-31,Haunt,2019,https://boxd.it/3bozvf,2.5,,"Sort of mean, and not in a good way.",,2022-08-30
2022-09-01,Intruder,1989,https://boxd.it/3bzgWt,4,,"This was fun! Great special effects and creative camera work. Not as bonkers as if Rami directed, but Scott Spiegel is having fun with the shots in a similar way. Better than most cheap modern horror.",,2022-09-01
2022-09-28,Aliens vs Predator: Requiem,2007,https://boxd.it/3gFFcx,2,,"I'm sorry, what's going on? Can you turn the lights up a bit? I can't see!",,2022-09-28
2022-10-06,Thor: Love and Thunder,2022,https://boxd.it/3ienlP,3.5,,"This is the movie everyone was down on?! Not only is it a perfectly good and fun film, it's definetly better than maybe half the Marvel films that are already out there.",,2022-10-05
2022-10-06,The Last Winter,2006,https://boxd.it/3ikd1d,3,,What if The Happening was good actually.,,2022-10-05
2022-10-24,The School for Good and Evil,2022,https://boxd.it/3maWSn,3,,"Hard to believe it but apparently the key to changing the world for the better is to use your magic powers to force a bunch of birds to drop a load on the town bullies. 


Also, please more unleashing Charlize Theron to eat all the scenery whenever possible. ",,2022-10-23
2022-11-16,R.I.P.D. 2: Rise of the Damned,2022,https://boxd.it/3r8uKB,2.5,,They keep trying to remake Men In Black and it keeps not working.,,2022-11-15
2022-11-17,Lightyear,2022,https://boxd.it/3rfHSn,3,,"I'm not really sure who this movie is supposed to be for, but I appreciated that someone found a way to get this much money spent on their previously unpublished Star Trek fanfic",,2022-11-16
2022-11-21,Enola Holmes 2,2022,https://boxd.it/3s2Otx,3.5,,Was not expecting Holmes Family Follies presents A Brief History of Unionization but ok I'll take it.,,2022-11-20
2022-12-07,The Lodge,2019,https://boxd.it/3vtsRj,2.5,,"This movie is like a himbo. Looks good, trying hard, but oh boy is it dumb. Yeah, it's a mimbo.",,2022-12-07
2022-12-11,The Automat,2021,https://boxd.it/3wikEt,3,,"Charming, but I would love to know more about the parts they glossed over, especially unionization efforts.",,2022-12-11
2022-12-16,Mass Hysteria,2019,https://boxd.it/3xmUHb,3,,Cute little film!,,2022-12-15
2022-12-21,See How They Run,2022,https://boxd.it/3yHstV,3.5,,Imagine Cabin in the Woods but for Agatha Christie mysteries ,,2022-12-20
2023-01-26,Austin Powers: International Man of Mystery,1997,https://boxd.it/3Lix4t,3.5,Yes,I'd forgotten that one of the gimmicks of this film is that it's more wholesome than your average Bond movie,,2023-01-25
2023-01-30,Rockula,1990,https://boxd.it/3MKvk5,3,,"Absolutely ridiculous, in the best way.",,2023-01-29
2023-02-19,Romeo + Juliet,1996,https://boxd.it/3Sos4D,3,,"Look, Leo's acting hasn't changed between this movie and the present. So, I think, if they'd just replaced Claire Danes with a bear in this film Leo could have gotten his Oscar for this one and we could have all been saved a lot of drama. And really, just imagine how much crazier the editing would have been!",,2023-02-18
2023-03-19,Run Sweetheart Run,2020,https://boxd.it/40elh3,4,,"I think this is fun! Occasionally heavy-handed, but clever, intentional, interesting directorial choices that work well with the solid acting. Fun to see some new feeling interesting ideas; and the story gestures at lore and cosmology within its universe that give you room to think and even create space for interesting follow-ups without forcing dumb cliffhangers. It doesn't need a sequel, but in the world of horror it's a better candidate then most. Good stuff!",,2023-03-19
2023-03-21,Dark Water,2005,https://boxd.it/40P2BH,4,,Elevated horror before anyone called it that or knew how to market it.,,2023-03-20
2023-03-29,Blood Relatives,2022,https://boxd.it/42V8T3,4,,More Jewish vampires please!,,2023-03-29
2023-04-02,From Hell,2001,https://boxd.it/43Wk6D,3.5,,"It's certainly making choices, but they aren't always good ones. Sometimes they're interesting ones.",,2023-04-01
2023-04-08,Le Bonheur,1965,https://boxd.it/45zOd7,4.5,,Wow this is <i>dark! </i>,,2023-04-07
2023-04-15,Scary Movie,2000,https://boxd.it/47Cm1V,2,,"Wow, this is much worse than I remembered.",,2023-04-14
2023-04-16,Retro Puppet Master,1999,https://boxd.it/47UEpd,3,,"Toulon, it turns out, was not so great at the actual performance of puppet shows.",,2023-04-15
2023-04-18,Wish Upon,2017,https://boxd.it/48mkut,0.5,Yes,So bad good,,2023-04-16
2023-04-24,The Christmas Tapes,2022,https://boxd.it/4a6097,1.5,,"Paranormal Perry: ""Yeah, I probably shouldn't have done that""

Me, after watching every other segment: Yeah, I feel that sentiment.",,2023-04-24
2023-05-02,Scream VI,2023,https://boxd.it/4cfwWr,3.5,,"Look, this movie isn't bad. But why even bother to set it in NYC when they barely cared to make it look like NYC? You can totally just set your movie in Montreal if you want.",,2023-05-01
2023-05-05,The Legend of Tarzan,2016,https://boxd.it/4d04dx,2,,Why does this *look* so bad?,,2023-05-05
2023-05-06,Renfield,2023,https://boxd.it/4dgHf5,3.5,,"I dunno why they didn't release this in October? Like for Holloween? Or do real promotion? It's dumb, but fun!",,2023-05-06
2023-05-10,Evil Dead Rise,2023,https://boxd.it/4elf6t,3.5,,I had fun!,,2023-05-09
2023-05-11,Mystery Men,1999,https://boxd.it/4eAwLX,4,Yes,Aged like a fine wine. Just a few less fart jokes and this could go in theaters today.,,2023-05-11
2023-06-14,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/4ndifN,4,,This was a perfectly well-working fun film. I enjoyed it. I could hear what people were saying and see what was going on. It looked good! I laughed! A fun swords and sorcery film! What a pleasant surprise!,,2023-06-13
2023-08-06,The Flash,2023,https://boxd.it/4EqUjn,3,,"It's just like... DC understands they can just make Elsewhere movies and that's cool right? Could have skipped the whole Flash parts and gone right to the good stuff.

And like, if you want to make a fancy CGI animated movie, just do that, could have just more animated films.",,2023-08-05
2023-08-08,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4FaaDj,5,,How is this so good?!,,2023-08-07
2023-08-20,The Italian Job,2003,https://boxd.it/4IUhXT,4,,Still great!,,2023-08-19
2023-08-21,Cecil B. Demented,2000,https://boxd.it/4JmXUD,4,,"A lot of fun and honestly more relevant than ever. I'm just saying: the opening of this film shows all the theaters booked with Star Wars and Star Trek. Time is a circle.

Also, this film has 4 Oscar nominees, so time has won out on its side.",,2023-08-20
2023-08-28,Meg 2: The Trench,2023,https://boxd.it/4Lw6ch,2.5,,At about the two thirds mark I saw this movie try really hard to be Rush Hour for about 15 minutes and now I really want to see Jackie Chan and Chris Tucker vs the Giant Shark.,,2023-08-28
2023-09-21,FearDotCom,2002,https://boxd.it/4SoBOj,2,,"Looks good, makes no sense",,2023-09-20
2023-09-21,Shadowboxer,2005,https://boxd.it/4SpJYt,1.5,,wtf,,2023-09-21
2023-09-24,Blue Beetle,2023,https://boxd.it/4TgOtL,3.5,,"Look it's pretty good. It could be better, they could have cleared some of the fight time to make more room for character work. The villain especially could have done with some more background, though I appreciate the meta of having Susan Sarandon play a lean-in lady CEO with a long history in the military-industrial complex. A lot of the good you'll get out of this movie is absolutely dependent on how much meta stuff you came in with. But the end, though perhaps not totally earned, really picked up a lot.",,2023-09-24
2023-09-26,Dracula 2000,2000,https://boxd.it/4TPIvh,3,,I'm unclear on if this is intentionally or accidentally a comedy.,,2023-09-25
2023-10-18,Alone in the Dark,2005,https://boxd.it/510l3T,1.5,,Wut,,2023-10-17
2023-11-22,Cold Creek Manor,2003,https://boxd.it/5cvfw7,2.5,,Minus half a star for some of the lamest music cues I've ever heard.,,2023-11-22
2023-11-24,S.F.W.,1994,https://boxd.it/5d8fbL,4,,"Cliff Spabbed so Caleb could West Elm. 

Pure uncut 90s, with surprising number of familiar faces.",,2023-11-24
2023-11-26,Sex Guaranteed,2017,https://boxd.it/5dSx7J,3,,"This movie is carried on the back of Dayne and Dorff, both of whom are just charming and great. It's too bad the protagonist is written terribly and played by a zero charisma actor and it punctures the whole thing. That said, I'm still pretty surprised that this film seems to have never hit theaters, I'm curious what the heck happened to this film.",,2023-11-26
2023-11-27,Dead Man's Hand,2023,https://boxd.it/5ecZ99,2.5,,"""I wish I had a bulletproof heart""

Me too end credits. There's a lot of people really trying in this, but it really does not come together. I'm giving extra credit here because I like the idea of using style, camerawork and editing to make it look like a spegetti western and I can tell they're trying for it, but they leaned a little too much on editing tools to do it and doesn't quite work.",,2023-11-26
2023-11-29,Innocent Lies,1995,https://boxd.it/5eYXCJ,2,,"I think in a detective story one is supposed to do detecting using like deductions, magnifying glasses, interviews, those sort of things. If your protagonist gets all his answers with his dick that's not a detective story, I don't know what it is.",,2023-11-28
2023-12-02,Felon,2008,https://boxd.it/5fUaLj,3.5,,Hard to believe this was closely based on a real story where no actual change occurred in the prison after not did any guards get punished.,,2023-12-02
2023-12-04,Steal,2002,https://boxd.it/5gFgNf,3,,Bleeds the 00s,,2023-12-03
2023-12-06,Brake,2012,https://boxd.it/5hk5CR,2.5,,Would have been better as a Twilight Zone 30m episode.,,2023-12-06
2023-12-23,Santa Jaws,2018,https://boxd.it/5nvtNv,2.5,,"Look, this isn't amazing, but it is punching way above it's weight class.",,2023-12-23
2024-01-02,Rebel Moon – Part One: A Child of Fire,2023,https://boxd.it/5tdCN3,2.5,,"The problem is it is boring, confusing, and a waste of acting talent.",,2023-12-27
2024-01-03,A Haunting in Venice,2023,https://boxd.it/5tI0r1,2.5,,A very pretty but ultimately empty film. ,,2024-01-02
2024-01-04,Stonehearst Asylum,2014,https://boxd.it/5urG1f,2.5,,What a waste of good actors and concept. Also just a terrible ending.,,2024-01-04
2024-01-16,The Marvels,2023,https://boxd.it/5BE22B,3.5,,"I dunno what the bad reviews were on about. I really liked Marvel's Star Trek: The Marvels. This movie was just plain fun, and wow everyone showed up for it, a set of really solid performances all around.",,2024-01-15
2024-01-23,Five Nights at Freddy's,2023,https://boxd.it/5FcVVh,3,,JHutch is really giving way more than was asked for here.,,2024-01-22
2024-01-24,Aquaman and the Lost Kingdom,2023,https://boxd.it/5FGRYL,4,,"This has to be the most comic book movie I've ever seen. It isn't just the colors (which are wild) or the overall plot (which could be better, but has a bit of comic book ridiculousness). The bad guy has a full volcano full of hench people wearing matching leather super-suits and jetpacks staffing his monster-infested evil lair as he plans to sink the world. This movie has a weak start, but I like it more than the last one! The whole thing is like it came out of an alternate universe where instead of getting Christopher Nolan inspiring Zach Snyder we let Joel Schumacher inspire the next generation of super hero films. More movies that are *fun* please.

Also... I think this might be the first time I've liked Patrick Wilson in a film. ",,2024-01-23
2024-01-30,After Midnight,2019,https://boxd.it/5IOE15,4,Yes,This film is so good.,,2024-01-29
2024-01-31,Eternals,2021,https://boxd.it/5J8dBF,3,Yes,"There is a good movie in here somewhere, but it is buried very deep. ",,2024-01-30
2024-02-20,Night Swim,2024,https://boxd.it/5SlIPb,2,,Get out of the water someone dropped a ghost,,2024-02-19
2024-02-25,Cry_Wolf,2005,https://boxd.it/5UBCUJ,3,,This was a pretty good idea that could have been executed much better.,,2024-02-25
2024-03-03,Miller's Girl,2024,https://boxd.it/5XFSsL,1.5,,"Way to take a hackneyed concept, do nothing with it, shoot it mediocre, and not read the room that's not going to want this--even if it was good.",,2024-03-02
2024-03-20,Madame Web,2024,https://boxd.it/65KCDP,1.5,,"I don't understand how this movie could prominently get so much location information wrong. They keep saying people are in places that don't connect, don't exist, or don't make sense. I know that's the least of the issues here, but as a New Yorker it really irritated me they they couldn't do the basic work of pulling up Google Maps. It's just so lazy.",,2024-03-19
2024-03-28,Imaginary,2024,https://boxd.it/69sP2R,2.5,,There is a 95% chance this script started as a studio idea for a sequel to Coraline.,,2024-03-28
2024-03-31,Carrie,2013,https://boxd.it/6aVgAr,2.5,,Wow that ending really really sucked. Who thought it was a good idea to turn her into a horror film slayer?,,2024-03-30
2024-04-20,Dune: Part Two,2024,https://boxd.it/6j02lT,3.5,,"I'm sorry, this doesn't need to be this long. That said, it does a good job of making the meta narrative of Dune pretty clear, Paul the manipulative asshole is prob as clear as it can be in a modern film. Credit to Zendaya for acting the shit out of this.",,2024-04-18
2024-05-14,The Creator,2023,https://boxd.it/6teEvF,4,,"Looks great, well executed, but that script sure could have used a few more passes.",,2024-05-13
2024-05-19,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/6v4nrz,5,Yes,Gets better every time I watch it.,,2024-05-18
2024-05-27,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/6yxS1H,3.5,,Not sure that sticking a whole unfinished rushed 2nd film to the end of the first one worked as well as they hoped.,,2024-05-26
